,"-1,-1","-1,0","-1,1","0,-1","0,0","0,1","1,-1","1,0","1,1"
".x25y4|-4,-1",-19.99289159233336,-17.269457221778424,0.0,-18.190829382412183,-4.5467224239298485,0.0,0.0,0.0,0.0
".x25y4|-4,0",-0.6491100000000001,-2.850679925521499,-5.820846470004091,-0.33,-0.33,-0.6491100000000001,-0.9576893700000001,-0.6491100000000001,-0.9576893700000001
".x25y4|-4,1",0.0,0.0,-8.758504255584896,0.0,0.0,-0.5511,0.0,0.0,0.0
".x25y4|-4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-3,-2",-19.24591671536239,0.0,0.0,-18.6994700033682,0.0,0.0,-6.343617098965118,0.0,0.0
".x25y4|-3,-1",-4.031788520920549,-5.55639060326145,-2.2741868757400305,-11.887820991223277,-3.6454396393254043,-1.4053223604555283,-2.7178862775141783,-2.205010256525022,-2.0177189828171445
".x25y4|-3,0",-2.850679925521499,-4.53391307914634,-9.95182636927833,-2.850679925521499,-3.314749440875973,-4.714293947534511,-2.850679925521499,-2.850679925521499,-3.0866074879792893
".x25y4|-3,1",-4.135654346953201,0.0,-17.802400942565566,0.0,0.0,-11.672599974847033,0.0,0.0,-8.893150850044739
".x25y4|-3,2",0.0,-5.657813253003554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-2,-2",0.0,0.0,0.0,-16.400579998267773,0.0,0.0,-0.9995040690057159,0.0,0.0
".x25y4|-2,-1",-19.999999996231416,-18.184810415736315,-19.99998653267235,-19.999999987581415,-19.874987835403044,-18.673745506858467,-19.999880687147755,-19.707390262850712,-19.234163046892693
".x25y4|-2,0",-9.936991725494703,-9.899207794271588,-5.378223884356968,-5.530742496173189,-5.530742496173189,-5.530742496173189,-5.530742496173189,-7.387483973440518,-7.934409241415485
".x25y4|-2,1",-12.675956375919638,-13.681629163720046,-17.28999904014162,-8.274510557213128,0.0,-17.255067460658285,0.0,0.0,-17.28302760720054
