,0
1444,50
1445,25
1446,54
1447,51
1448,48
1449,36
1450,34
1451,23
1452,55
1453,22
1454,22
1455,28
1456,74
1457,56
1458,40
1459,50
1460,38
1461,43
1462,39
1463,86
1464,42
1465,45
1466,49
1467,63
1468,41
1469,58
1470,66
1471,44
1472,34
1473,33
1474,60
1475,98
1476,44
1477,90
1478,46
1479,48
1480,32
1481,33
1482,32
1483,27
1484,25
1485,50
1486,94
1487,96
1488,39
1489,65
1490,30
1491,31
1492,39
1493,33
1494,77
1495,33
1496,79
1497,55
1498,47
1499,82
1500,43
1501,27
1502,59
1503,52
1504,69
1505,52
1506,41
1507,33
1508,44
1509,43
1510,50
1511,39
1512,42
1513,46
1514,56
1515,35
1516,46
1517,21
1518,16
1519,61
1520,71
1521,26
1522,44
1523,36
1524,44
1525,41
1526,52
1527,37
1528,62
1529,87
1530,36
1531,44
1532,54
1533,19
1534,23
1535,28
1536,44
1537,18
1538,21
1539,48
1540,45
1541,28
1542,40
1543,72
1544,48
1545,68
1546,32
1547,60
1548,38
1549,30
1550,88
1551,38
1552,53
1553,26
1554,38
1555,51
1556,23
1557,51
1558,59
1559,33
1560,57
1561,59
1562,64
1563,38
1564,45
1565,44
1566,43
1567,43
1568,72
1569,29
1570,59
1571,101
1572,34
1573,72
1574,80
1575,35
1576,28
1577,52
1578,58
1579,35
1580,40
1581,84
1582,35
1583,52
1584,30
1585,43
1586,49
1587,38
1588,26
1589,58
1590,61
1591,38
1592,29
1593,24
1594,43
1595,30
1596,36
1597,47
1598,72
1599,39
1600,42
1601,48
1602,36
1603,44
1604,52
1605,74
1606,48
1607,36
1608,53
1609,55
1610,39
1611,31
1612,36
1613,46
1614,25
1615,25
1616,32
1617,74
1618,25
1619,33
1620,49
1621,21
1622,34
1623,64
1624,40
1625,47
1626,36
1627,36
1628,49
1629,35
1630,49
1631,54
1632,42
1633,36
1634,47
1635,28
1636,37
1637,28
1638,46
1639,72
1640,47
1641,29
1642,29
1643,73
1644,43
1645,53
1646,73
1647,56
1648,52
1649,36
1650,59
1651,55
1652,34
1653,40
1654,43
1655,49
1656,35
1657,22
1658,24
1659,35
1660,23
1661,61
1662,46
1663,33
1664,32
1665,43
1666,34
1667,44
1668,51
1669,18
1670,44
1671,49
1672,29
1673,63
1674,35
1675,30
1676,51
1677,65
1678,20
1679,56
1680,69
1681,74
1682,40
1683,38
1684,48
1685,39
1686,39
1687,67
1688,29
1689,41
1690,47
1691,60
1692,38
1693,62
1694,40
1695,53
1696,54
1697,65
1698,31
1699,48
1700,32
1701,51
1702,57
1703,67
1704,21
1705,46
1706,33
1707,83
1708,90
1709,78
1710,26
1711,29
1712,23
1713,42
1714,61
1715,57
1716,44
1717,25
1718,37
1719,25
1720,76
1721,87
1722,46
1723,42
1724,36
1725,25
1726,33
1727,63
1728,47
1729,64
1730,51
1731,58
1732,31
1733,34
1734,43
1735,44
1736,36
1737,62
1738,33
1739,50
1740,29
1741,84
1742,30
1743,26
1744,25
1745,42
1746,35
1747,58
1748,26
1749,39
1750,32
1751,54
1752,40
1753,57
1754,56
1755,58
1756,40
1757,25
1758,28
1759,53
1760,26
1761,35
1762,62
1763,28
1764,30
1765,59
1766,98
1767,54
1768,34
1769,72
1770,28
1771,58
1772,50
1773,26
1774,34
1775,26
1776,37
1777,52
1778,43
1779,93
1780,49
1781,54
1782,49
1783,34
1784,83
1785,38
1786,39
1787,46
1788,29
1789,41
1790,54
1791,43
1792,37
1793,23
1794,21
1795,30
1796,48
1797,98
1798,41
1799,28
1800,47
1801,51
1802,61
1803,75
1804,27
1805,22
1806,67
1807,27
1808,52
1809,19
1810,45
1811,47
1812,41
1813,31
1814,79
1815,26
1816,30
1817,30
1818,43
1819,85
1820,49
1821,43
1822,27
1823,29
1824,26
1825,110
1826,47
1827,30
1828,96
1829,80
1830,26
1831,70
1832,52
1833,77
1834,39
1835,51
1836,55
1837,33
1838,56
1839,80
1840,30
1841,47
1842,30
1843,46
1844,60
1845,47
1846,38
1847,28
1848,50
1849,25
1850,36
1851,48
1852,54
1853,31
1854,33
1855,45
1856,46
1857,69
1858,33
1859,37
1860,31
1861,41
1862,44
1863,45
1864,43
1865,54
1866,55
1867,32
1868,46
1869,26
1870,50
1871,44
1872,23
1873,31
1874,40
1875,49
1876,37
1877,41
1878,28
1879,33
1880,35
1881,33
1882,31
1883,33
1884,36
1885,42
1886,55
1887,36
1888,59
1889,60
1890,26
1891,29
1892,49
1893,63
1894,60
1895,32
1896,31
1897,24
1898,44
1899,32
1900,36
1901,60
1902,63
1903,55
1904,53
1905,28
1906,60
1907,23
1908,47
1909,22
1910,29
1911,34
1912,36
1913,36
1914,33
1915,42
1916,34
1917,60
1918,32
1919,20
1920,31
1921,39
1922,93
1923,21
1924,17
1925,60
1926,27
1927,66
1928,28
1929,37
1930,23
1931,43
1932,46
1933,61
1934,26
1935,26
1936,40
1937,34
1938,18
1939,68
1940,45
1941,98
1942,39
1943,38
1944,17
1945,33
1946,60
1947,34
1948,31
1949,30
1950,40
1951,22
1952,33
1953,25
1954,45
1955,36
1956,42
1957,28
1958,61
1959,58
1960,24
1961,34
1962,51
1963,27
1964,41
1965,40
1966,48
1967,44
1968,27
1969,77
1970,58
1971,51
1972,23
1973,46
1974,56
1975,57
1976,63
1977,24
1978,57
1979,51
1980,39
1981,53
1982,33
1983,44
1984,40
1985,20
1986,26
1987,43
1988,104
1989,22
1990,35
1991,34
1992,49
1993,37
1994,48
1995,60
1996,46
1997,32
1998,22
1999,43
2000,21
2001,39
2002,35
2003,71
2004,25
2005,27
2006,50
2007,53
2008,44
2009,50
2010,23
2011,60
2012,45
2013,37
2014,44
2015,60
2016,43
2017,52
2018,30
2019,47
2020,53
2021,55
2022,30
2023,38
2024,43
2025,35
2026,91
2027,42
2028,28
2029,56
2030,30
2031,65
2032,36
2033,32
2034,35
2035,45
2036,27
2037,42
2038,57
2039,58
2040,45
2041,42
2042,75
2043,35
2044,31
2045,63
2046,35
2047,23
2048,37
2049,48
2050,34
2051,23
2052,23
2053,46
2054,62
2055,46
2056,32
2057,32
2058,75
2059,19
2060,27
2061,56
2062,60
2063,43
2064,52
2065,27
2066,33
2067,37
2068,47
2069,49
2070,86
2071,23
2072,22
2073,43
2074,43
2075,21
2076,38
2077,58
2078,34
2079,30
2080,49
2081,76
2082,52
2083,24
2084,62
2085,53
2086,46
2087,30
2088,54
2089,37
2090,67
2091,111
2092,41
2093,53
2094,61
2095,47
2096,31
2097,70
2098,80
2099,35
2100,43
2101,69
2102,22
2103,33
2104,94
2105,70
2106,18
2107,45
2108,22
2109,53
2110,28
2111,32
2112,54
2113,62
2114,53
2115,77
2116,34
2117,27
2118,65
2119,26
2120,21
2121,42
2122,62
2123,47
2124,21
2125,74
2126,59
2127,36
2128,34
2129,28
2130,40
2131,56
2132,66
2133,42
2134,31
2135,21
2136,29
2137,42
2138,52
2139,43
2140,40
2141,124
2142,51
2143,64
2144,39
2145,34
2146,30
2147,46
2148,40
2149,69
2150,49
2151,46
2152,33
2153,17
2154,27
2155,49
2156,65
2157,29
2158,49
2159,54
2160,29
2161,49
2162,39
2163,35
2164,26
2165,42
2166,31
2167,54
2168,51
2169,40
2170,34
2171,26
2172,38
2173,41
2174,48
2175,48
2176,42
2177,42
2178,68
2179,24
2180,34
2181,66
2182,67
2183,29
2184,29
2185,32
2186,21
2187,34
2188,25
2189,42
2190,41
2191,41
2192,62
2193,57
2194,41
2195,45
2196,29
2197,64
2198,68
2199,25
2200,38
2201,33
2202,67
2203,41
2204,43
2205,31
2206,32
2207,47
2208,24
2209,47
2210,32
2211,37
2212,63
2213,44
2214,60
2215,56
2216,26
2217,57
2218,23
